idpregunta;traffictest;fotoRouteComplete;textopregunta;vecesHecha;mediaFallada;vecesHechaExperimento;mediaFalladaExperimento;respuesta1;respuesta2;respuesta3;respuesta4;respuestaCorrecta;idTema;temaDenominacion;idSubtema;subtemaDenominacion;descatalogada;idRespuesta1;idRespuesta2;idRespuesta3;idRespuesta4;idRespuestaCorrecta;enableForContent;enableForTestLesson;enableForTestExam;enableForTestKiller;enableForTestReview
68324;842649;Iveralso/6450.jpg;"De las siguientes, ¿cuál es una obligación que corresponde al titular del vehículo?";11569;23,20;10986;23;"Verificar que las placas de matrícula del vehículo no presentan obstáculos que impidan su lectura.";"Identificar ante la Administración al conductor del vehículo en el momento de cometerse una infracción.";"Comprobar que todos los ocupantes del vehículo hacen uso del cinturón de seguridad.";;"Identificar ante la Administración al conductor del vehículo en el momento de cometerse una infracción.";3198;"11 Permisos de Conducir";20759;"Documentación y Responsables Infracciones.";No;231267;231268;231269;;231268;Si;Si;Si;No;No
68325;846738;Iveralso/6673.jpg;"¿En qué territorio podrá acreditar ante la policía de tráfico, que es titular de un permiso de conducción, presentándolo en formato digital a través de la aplicación móvil miDGT?";11025;11,11;10457;11,14;"En todo el territorio de la Unión Europea.";"En todo el territorio español.";"En todos los países del mundo.";;"En todo el territorio español.";3198;"11 Permisos de Conducir";20581;"Tipos de Permisos de Conducción.";No;231270;231271;231272;;231271;No;Si;Si;No;No
68326;846739;Iveralso/6674.jpg;"¿Qué finalidad tienen las guías sonoras situadas en el eje de la calzada que, mediante vibración y sonido, alertan al conductor sí, por distracción, se desvía de la trayectoria de su carril?";13510;15,41;12759;15,31;"Mejorar la visibilidad de las líneas de separación de los sentidos de circulación.";"Señalizar los tramos de vía en los que está prohibido el adelantamiento.";"Reducir los siniestros por colisión frontal en carreteras de doble sentido.";;"Reducir los siniestros por colisión frontal en carreteras de doble sentido.";3192;"03 Marcas Viales";20475;"Guias sonoras";No;231273;231274;231275;;231275;No;Si;Si;No;No
68327;846740;Iveralso/6675.jpeg;"Los accidentes de tráfico en los que el sueño es el principal factor de riesgo, ¿pueden suceder durante las horas diurnas?";946;1,79;660;0,90;"Sí, especialmente entre las dos y las cuatro de la tarde.";"Sí, aunque es un tipo de accidente que solo sufren los conductores profesionales.";"No, solo suceden durante las horas nocturnas.";;"Sí, especialmente entre las dos y las cuatro de la tarde.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;231276;231277;231278;;231276;No;No;No;No;Si
68328;846746;Iveralso/6676.jpeg;"¿Qué debe llevar todo peatón que transite de noche por el arcén de una vía fuera de poblado?";10105;13,43;9601;13,41;"Un catadióptrico amarillo que pueda verse a una distancia mínima de 50 metros.";"Un teléfono móvil.";"Un elemento luminoso o reflectante que sea visible a una distancia mínima de 150 metros.";;"Un elemento luminoso o reflectante que sea visible a una distancia mínima de 150 metros.";3191;"09 Arcenes y Carriles Especiales";20823;"silla de ruedas";No;231279;231280;231281;;231281;No;Si;Si;No;No
68329;847499;Iveralso/6677.jpeg;"Consumir alcohol con el estómago lleno, ¿influye en la tasa de alcoholemia?";9097;15,81;8654;15,90;"Sí, el alcohol se absorbe más lentamente, pero esto no evita el riesgo de accidente.";"Sí, el alcohol se absorbe más rápidamente, por lo que la tasa de alcoholemia es mayor.";"No, es un factor que no influye en la tasa de alcoholemia.";;"Sí, el alcohol se absorbe más lentamente, pero esto no evita el riesgo de accidente.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20599;"Efectos del Alcohol y Controles de Alcoholemia.";No;231282;231283;231284;;231282;No;Si;Si;No;No
68330;847500;Iveralso/6678.jpeg;"Además de estar regulado a la altura idónea, ¿qué separación debe existir entre el reposacabezas y la cabeza para que sea eficaz?";9358;12,34;8856;12,05;"La mínima posible y nunca superior a 4 centímetros.";"La máxima posible y nunca inferior a 5 centímetros.";"Superior a 10 centímetros.";;"La mínima posible y nunca superior a 4 centímetros.";3197;"13 Personas y Mercancias Transportadas";20626;"Distancia del Reposacabezas.";No;231285;231286;231287;;231285;No;Si;Si;No;No
68331;847501;Iveralso/6679.jpeg;"Circula con un turismo que arrastra un remolque de menos de 750 kg de MMA en el que transporta mercancías. En cuanto a la distribución de la carga, ¿debe tomar precauciones especiales?";9200;10,25;8720;10,14;"Sí, la carga debe estar bien distribuida e ir bien sujeta para evitar que se desplace y pueda llegar a desestabilizar al vehículo.";"No, salvo que supere la masa máxima autorizada del remolque.";"Sí, debe situarse en la parte trasera del remolque para bajar el centro de gravedad y asegurar la estabilidad del vehículo.";;"Sí, la carga debe estar bien distribuida e ir bien sujeta para evitar que se desplace y pueda llegar a desestabilizar al vehículo.";3197;"13 Personas y Mercancias Transportadas";20565;"La Carga en los Turismos.";No;231288;231289;231290;;231288;No;Si;Si;No;No
68332;847502;Iveralso/6680.jpg;"¿Es necesario revisar el funcionamiento del sistema de alumbrado de un vehículo?";704;0,56;652;0,61;"Solo si el vehículo no lleva instaladas luces de xenón.";"No, no es necesario.";"Sí, forma parte del mantenimiento preventivo.";;"Sí, forma parte del mantenimiento preventivo.";3204;"16 Luces";20639;"Luces adaptativas";No;231291;231292;231293;;231293;No;No;No;No;Si
68334;847504;Iveralso/6733.jpeg;"¿Qué líquido se debe utilizar para rellenar los vasos o celdas de una batería?";9505;12,04;9043;12,21;"Agua y anticongelante.";"Agua y aceite.";"Agua destilada.";;"Agua destilada.";3207;"14 Mecánica";20829;"Sae 152-40";No;231297;231298;231299;;231299;No;Si;Si;No;No
68335;847505;Iveralso/6734.jpeg;"Los riesgos de la somnolencia durante la conducción aparecen...";4643;5,68;4327;5,56;"solo durante la noche.";"a partir del momento en que el conductor se queda dormido.";"mucho antes de que el conductor llegue a quedarse dormido.";;"mucho antes de que el conductor llegue a quedarse dormido.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;231300;231301;231302;;231302;No;No;No;No;Si
68336;847507;Iveralso/6735.jpeg;"Cuando exista hielo en la vía, ¿cómo deberá circular?";8958;14,95;8499;14,87;"Pisando el pedal del freno de forma intermitente.";"Con un pie pisando el pedal de embrague.";"A velocidad muy moderada para no tener que frenar.";;"A velocidad muy moderada para no tener que frenar.";3202;"18 Factores Humano, Vía, Vehículo";20623;"El Hielo y Nieve.";No;231303;231304;231305;;231305;No;Si;Si;No;No
68337;847508;Iveralso/6736.jpeg;"¿Cuándo hay que cambiar el filtro de aceite de un vehículo?";9225;9,69;8726;9,71;"Cada seis meses o cada cinco mil kilómetros.";"Cuando lo aconseje el fabricante del vehículo.";"Cada vez que se rellene el nivel de aceite motor.";;"Cuando lo aconseje el fabricante del vehículo.";3207;"14 Mecánica";20829;"Sae 152-40";No;231306;231307;231308;;231307;No;Si;Si;No;No
68338;847509;Iveralso/6737.jpeg;"Un conductor, ¿puede hacer algo para reducir la probabilidad de sufrir un accidente debido al ""factor vía y entorno""?";8624;7,90;8177;7,82;"Sí, adaptar su conducción a las condiciones del medio.";"No, porque no puede actuar sobre la vía ni sobre su entorno.";"Sólo si su vehículo cuenta con los últimos avances de seguridad pasiva.";;"Sí, adaptar su conducción a las condiciones del medio.";3202;"18 Factores Humano, Vía, Vehículo";20616;"El Viento.";No;231309;231310;231311;;231309;No;Si;Si;No;No
68339;847510;Iveralso/6738.jpeg;"En general, un conductor que se encuentra bajo los efectos de la cocaína...";1162;3,18;1047;2,76;"es más competitivo y agresivo.";"es más tranquilo y menos competitivo.";"es más agresivo pero menos competitivo.";;"es más competitivo y agresivo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20597;"Efectos de las Drogas.";No;231312;231313;231314;;231312;No;No;No;No;Si
68340;847512;Iveralso/6740.jpeg;"En una intersección, un conductor que se acerque de frente a un agente de tráfico que tenga el brazo levantado verticalmente, deberá detener su vehículo...";15581;16,57;14790;16,56;"ante la línea de detención más cercana, aunque tenga que cruzar la intersección.";"antes de entrar en la intersección.";"inmediatamente antes del Agente, aunque tenga que entrar en la intersección.";;"antes de entrar en la intersección.";3190;"02 Señalizacion";20365;Agentes;No;231315;231316;231317;;231316;Si;Si;Si;No;No
68341;847513;Iveralso/6741.jpeg;"¿En cuál de las siguientes situaciones, los peatones tienen preferencia de paso sobre los conductores?";10785;15,22;10248;15,27;"Cuando el conductor circule por una zona peatonal.";"Cuando el conductor circule por las proximidades de centros escolares.";"Cuando el conductor circule cerca de recintos deportivos en día de especial afluencia.";;"Cuando el conductor circule por una zona peatonal.";3194;"10 Preferencias";20545;"Al girar en el arcen";No;231318;231319;231320;;231318;No;Si;Si;No;No
68342;847514;Iveralso/6742.jpeg;"¿Qué tipo de motor deben llevar los vehículos de movilidad personal?";11818;15,36;11196;15,71;"Eléctrico o híbrido.";"Eléctrico únicamente.";"Eléctrico, híbrido o de combustión, indistintamente.";;"Eléctrico únicamente.";3203;"19 Motocicleta";20833;"Vehiculos de movilidad personal";No;231321;231322;231323;;231322;No;Si;Si;No;No
68343;847515;Iveralso/6743.jpeg;"De los siguientes factores, ¿cual favorece la aparición de la fatiga al volante?";9185;14,50;8760;14,55;"Conducir un vehículo con defectos en la dirección o en la suspensión.";"Conducir un vehículo con un cuadro de mandos bien diseñado.";"Circular a una velocidad adecuada por una vía en buen estado.";;"Conducir un vehículo con defectos en la dirección o en la suspensión.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;231324;231325;231326;;231324;No;Si;Si;No;No
68345;847517;Iveralso/6745.jpeg;"Entre otras precauciones, ¿qué debemos hacer para evitar el riesgo que supone conducir bajo la lluvia?";4733;5,38;4303;5,04;"Aumentar la distancia de seguridad para evitar los alcances por falta de adherencia.";"Reducir la presión de los neumáticos para mejorar la adherencia.";"Reducir la distancia de seguridad y encender la luz de cruce para hacerse ver.";;"Aumentar la distancia de seguridad para evitar los alcances por falta de adherencia.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;231330;231331;231332;;231330;No;No;No;No;Si
68347;847529;Iveralso/6747.jpeg;"¿Qué requisitos, entre otros, debe cumplir un turismo para estar clasificado como “vehículo de uso compartido” y poder llevar el distintivo de la imagen?";12130;15,18;11525;15,01;"Se debe alquilar sin conductor, de forma intensiva a un número indeterminado de usuarios.";"Se debe poder alquilar con conductor a través de aplicaciones móviles.";"Se debe poder alquilar con conductor los días laborables y sin conductor los festivos.";;"Se debe alquilar sin conductor, de forma intensiva a un número indeterminado de usuarios.";3195;"08 Señales de Obligación e Indicación";20830;"Vehiculo de uso compartido";No;231336;231337;231338;;231336;No;Si;Si;No;No
68348;847530;Iveralso/6748.jpeg;"Si el resultado de las pruebas de alcoholemia es positivo, el Agente podrá inmovilizar inmediatamente el vehículo, a no ser que...";717;1,39;667;1,34;"el conductor pague al momento la multa impuesta.";"otra persona debidamente habilitada pueda conducirlo.";"viajen niños menores de edad o ancianos.";;"otra persona debidamente habilitada pueda conducirlo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20599;"Efectos del Alcohol y Controles de Alcoholemia.";No;231339;231340;231341;;231340;No;No;No;No;Si
68349;851150;Iveralso/6749.jpeg;"Cuando se circula a velocidad excesiva...";666;0,60;626;0,63;"disminuye la distancia de detención.";"aumenta la probabilidad de tener un accidente.";"disminuye la saturación del tráfico.";;"aumenta la probabilidad de tener un accidente.";3196;"15 Velocidad";20510;"Porque se Ponen los Límites y Vision Túnel.";No;231342;231343;231344;;231343;No;No;No;No;Si
68350;878090;Iveralso/3138.jpg;"Fumar mientras se conduce...";8528;5,62;8088;5,50;"está prohibido.";"no es recomendable, porque puede afectar a la atención en la conducción.";"es recomendable, porque ayuda a mantener la atención.";;"no es recomendable, porque puede afectar a la atención en la conducción.";3202;"18 Factores Humano, Vía, Vehículo";20587;"El Tabaco y Tirar Objetos en la Calzada";No;231345;231346;231347;;231346;No;No;No;No;Si
68351;878102;Iveralso/3112.jpg;"¿Se puede llevar una fotocopia del permiso de conducción en lugar del original?";11082;11,50;10516;11,52;"Sí, siempre que la misma esté debidamente cotejada.";"Sí, sólo si es a color.";No.;;"Sí, siempre que la misma esté debidamente cotejada.";3198;"11 Permisos de Conducir";20582;"Documentación Remolques";No;231348;231349;231350;;231348;No;Si;Si;No;No
68352;878103;Iveralso/412.jpg;"¿Está permitido realizar competiciones de velocidad en las vías públicas?";10112;12,15;9566;12;"No, como norma general.";"Sí, pero todas las pruebas autorizadas irán precedidas por un  agente de la autoridad con una bandera de color verde.";"Sí, siempre.";;"No, como norma general.";3196;"15 Velocidad";20589;"Competiciones de Velocidad.";No;231351;231352;231353;;231351;No;Si;Si;No;No
68353;878117;Iveralso/6227.jpg;"Circula por una autovía y sufre una avería que le obliga a llevar una velocidad anormalmente reducida, ¿qué debe hacer?";701;0,71;654;0,76;"Circular hasta la primera salida por la que pueda abandonar la vía.";"Encender el alumbrado de cruce y continuar la marcha hasta llegar al destino.";"No detenerse en ningún caso.";;"Circular hasta la primera salida por la que pueda abandonar la vía.";3191;"09 Arcenes y Carriles Especiales";20492;"Uso de los Arcenes.";No;231354;231355;231356;;231354;No;No;No;No;Si
68354;878127;Iveralso/6356.jpg;"¿Tiene usted que ceder el paso al vehículo que se incorpora a la circulación?";10902;16,58;10338;16,41;No.;"Sí, porque ya está señalizando la maniobra.";"Sí, porque se incorpora por la derecha.";;No.;3194;"10 Preferencias";20497;"Normas sobre Incorporación y Carril Aceleración.";No;231357;231358;231359;;231357;Si;Si;Si;No;No
68356;880074;Iveralso/6108.jpg;"En caso de niebla no espesa, ¿qué alumbrado antiniebla está permitido encender en un turismo?";10153;14,15;9652;13,90;"La luz antiniebla trasera, únicamente.";"La luz antiniebla delantera, únicamente.";"Sí, deben llevar una o dos luces.";;"La luz antiniebla delantera, únicamente.";3204;"16 Luces";20573;"Antinieblas 19";No;231363;231364;231365;;231364;No;Si;Si;No;No
68357;880681;Iveralso/6750.jpeg;"En un casco de protección de motorista, ¿qué tipo de pantalla es la más recomendable?";11075;7,46;10480;7,33;"Una pantalla antivaho.";"Una pantalla oscura.";"Una pantalla polarizada.";;"Una pantalla antivaho.";3203;"19 Motocicleta";20620;"Vehiculos de dos ruedas";No;231366;231367;231368;;231366;No;Si;Si;No;No
68359;880739;Iveralso/6320.jpg;"¿Qué significa esta señal?";690;0,43;643;0,46;"Prohibida la entrada a todos los varones.";"Prohibida la entrada a los menores de 18 años.";"Prohibida la entrada a los peatones.";;"Prohibida la entrada a los peatones.";3193;"07 Señales de Peligro y Prohibición";20441;"Esquema señales prohibición 5";No;231372;231373;231374;;231374;No;No;No;No;Si
68363;881955;Iveralso/6180.jpg;"¿Qué indica la señal?";12294;17,23;11671;17,45;"Precaución, túnel o tramo de escasa visibilidad.";"Alumbrado de corto alcance obligatorio.";"Fin de obligación de alumbrado de corto alcance.";;"Fin de obligación de alumbrado de corto alcance.";3195;"08 Señales de Obligación e Indicación";20677;"fin de obligacion luz de cruce";No;231384;231385;231386;;231386;Si;Si;Si;No;No
